food;ingredients;category;kitchen;food_url
Крем-суп из цветной капусты;молотый черный перец, соль, петрушка, сливки 35%-ные, красная икра, сливочное масло, куриный бульон, молоко, лук-порей, цветная капуста;Супы;Французская кухня;https://eda.ru/recepty/supy/krem-sup-iz-cvetnoj-kapusti-16765
Крем-суп из шпината и кресс-салата;молотый черный перец, соль, тимьян, лавровый лист, шампиньоны, помидоры, кресс-салат, растительное масло, шпинат, морковь, овощной бульон, желтый лук, стебель сельдерея;Супы;Веганская еда;https://eda.ru/recepty/supy/krem-sup-iz-shpinata-kress-salata-16772
Картофельно-луковый суп-пюре «Типлокастра»;репчатый лук, картофель, плавленый сырок, свежие шампиньоны;Супы;Русская кухня;https://eda.ru/recepty/supy/kartofelno-lukovij-sup-pjure-tiplokastra-21032
Суп харчо;говядина, репчатый лук, рис, помидоры, укроп, петрушка, специи, чеснок, кинза;Супы;Грузинская кухня;https://eda.ru/recepty/supy/sup-harcho-33916
Морковный суп-пюре с карри;сливочное масло, репчатый лук, карри, крупная соль, свежемолотый черный перец, куриный бульон, морковь, лимонный сок, рубленая кинза (кориандр);Супы;Индийская кухня;https://eda.ru/recepty/supy/morkovnij-sup-pjure-s-karri-28992
Крем-суп из брокколи и голубого сыра;сливочное масло, репчатый лук, капуста брокколи, молоко, сливки, голубой сыр, чеснок;Супы;Французская кухня;https://eda.ru/recepty/supy/krem-sup-iz-brokkoli-golubogo-sira-19105
Нежный суп-пюре из тыквы;тыква, корень сельдерея, морковь, корень имбиря, репчатый лук, чеснок, оливковое масло, зеленый перец;Супы;Французская кухня;https://eda.ru/recepty/supy/nezhnij-sup-pjure-iz-tikvi-22243
Суп вишисуаз;лук-порей, картофель, репчатый лук, зеленый лук, куриный бульон, сливочное масло, соль, сливки, молотый черный перец;Супы;Французская кухня;https://eda.ru/recepty/supy/sup-vishisuaz-15880
Тыквенный крем-суп с креветками;тыква, сливки 20%-ные, соль, тигровые креветки, чеснок, молотый черный перец, сливочное масло, зелень;Супы;Средиземноморская кухня;https://eda.ru/recepty/supy/tikvennij-krem-sup-s-krevetkami-35518
Морковный суп-пюре с карри;сливочное масло, репчатый лук, карри, крупная соль, свежемолотый черный перец, куриный бульон, морковь, лимонный сок, рубленая кинза (кориандр);Супы;Индийская кухня;https://eda.ru/recepty/supy/morkovnij-sup-pjure-s-karri-28992
Картофельный суп-пюре по-японски;картофель, мясной бульон, соевый соус, сметана, сливки, сливочное масло, белый хлеб, соль, молотый черный перец;Супы;Японская кухня;https://eda.ru/recepty/supy/kartofelnij-sup-pjure-po-japonski-22259
Легкий крем-суп;шампиньоны, сливочное масло, сливки 10%-ные, молотый черный перец, белый лук;Супы;Французская кухня;https://eda.ru/recepty/supy/legkij-krem-sup-16289
Тыквенный крем-суп с креветками;тыква, сливки 20%-ные, соль, тигровые креветки, чеснок, молотый черный перец, сливочное масло, зелень;Супы;Средиземноморская кухня;https://eda.ru/recepty/supy/tikvennij-krem-sup-s-krevetkami-35518
Луковый суп;сливочное масло, репчатый лук, пшеничная мука, белое сухое вино, сахар, куриный бульон, французский багет, сыр грюйер, соль, молотый черный перец;Супы;Французская кухня;https://eda.ru/recepty/supy/lukovij-sup-17580
Морковный крем-суп;картофель, репчатый лук, морковь, помидоры, петрушка, подсолнечное масло, соль;Супы;Европейская кухня;https://eda.ru/recepty/supy/morkovnij-krem-sup-15854
Гороховый крем-суп с чесночными гренками;морковь, репчатый лук, желтый горох, вода, зелень, белый хлеб, растительное масло, соль, чеснок, молотый черный перец;Супы;Русская кухня;https://eda.ru/recepty/supy/gorohovij-krem-sup-s-chesnochnimi-grenkami-39915
Крем-суп из сладкого перца и помидоров;соль, молотый черный перец, оливковое масло, сливки, херес, сахар, томатная паста , молотый тмин, чеснок, петрушка, красный стручковый перец, говяжий бульон, помидоры, морковь, красный лук, стебель сельдерея, красный сладкий перец;Супы;Испанская кухня;https://eda.ru/recepty/supy/krem-sup-iz-sladkogo-perca-pomidorov-16757
Гороховый крем-суп с луком-пореем и крутонами;зеленый горошек, лук-порей, батон, соль, вода, оливковое масло, чеснок;Супы;Французская кухня;https://eda.ru/recepty/supy/gorohovij-krem-sup-s-lukom-poreem-krutonami-21206
Суп-пюре из цветной капусты с пармезаном;репчатый лук, цветная капуста, чеснок, сыр пармезан, оливковое масло, мускатный орех, морская соль;Супы;Итальянская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-cvetnoj-kapusti-s-parmezanom-21281
Томатный магрибский суп;помидоры, красный лук, куриный бульон, мед, лимон, имбирь, тмин, корица, петрушка, кинза, оливковое масло, паприка, соль, молотый черный перец;Супы;Арабская кухня;https://eda.ru/recepty/supy/tomatnij-magribskij-sup-15584
Веганский тыквенный суп-пюре;тыква, морковь, репчатый лук, чеснок, имбирь, тимьян, молотая корица, кокосовое молоко, растительное масло, соль, молотый черный перец;Супы;Европейская кухня;https://eda.ru/recepty/supy/veganskiy-tykvennyy-sup-pyure-152729
Крем-суп из брокколи с плавленным сыром;репчатый лук, чеснок, куриный бульон, капуста брокколи, молоко 2%-ное, пшеничная мука, свежемолотый черный перец, плавленый сыр, растительное масло;Супы;Французская кухня;https://eda.ru/recepty/supy/krem-sup-iz-brokkoli-s-plavlennim-sirom-23838
Томатный крем-суп;помидоры, сметана, сухарики, специи;Супы;Итальянская кухня;https://eda.ru/recepty/supy/tomatnij-krem-sup-23179
Сырный крем-суп с морепродуктами;картофель, морковь, репчатый лук, плавленый сырок, молотый сушеный чеснок, замороженные мидии, очищенные вареные креветки, сухарики;Супы;Французская кухня;https://eda.ru/recepty/supy/sirnij-krem-sup-s-moreproduktami-28292
Томатный крем-суп;помидоры, сметана, сухарики, специи;Супы;Итальянская кухня;https://eda.ru/recepty/supy/tomatnij-krem-sup-23179
Суп-пюре из шампиньонов;картофель, свежие шампиньоны, лук, сливки, сухарики, зелень;Супы;Европейская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-shampinonov-32979
Крем-суп с кинзой и креветками;имбирь, куриный бульон, оливковое масло, кокосовое молоко, сливки 33%-ные, креветки, сладкий перец, лук-шалот, морковь, кинза, мед, соевый соус, кунжутное масло;Супы;Европейская кухня;https://eda.ru/recepty/supy/krem-sup-s-kinzoj-krevetkami-24270
Чечевичный суп с мятой;красная чечевица, репчатый лук, морковь, подсолнечное масло, сливочное масло, пшеничная мука, сливки 33%-ные, соль, молотый черный перец, лимон, мята;Супы;Турецкая кухня;https://eda.ru/recepty/supy/chechevichnij-sup-s-mjatoj-27007
Сырный крем-суп с сухариками;картофель, морковь, лук, чеснок, морская соль, молотый черный перец, сухарики со вкусом чеснока, сливочный сыр;Супы;Французская кухня;https://eda.ru/recepty/supy/sirnij-krem-sup-s-suharikami-37767
Чечевичный суп с томатами;красная чечевица, зелено-коричневая чечевица, консервированные помидоры кусочками, чеснок, репчатый лук, морковь, оливковое масло, молотый черный перец, морская соль, шафран, сушеный базилик, сушеный орегано, сушеный эстрагон;Супы;Индийская кухня;https://eda.ru/recepty/supy/chechevichnij-sup-s-tomatami-30827
Крем-суп из тыквы с бренди;тыква, куриный бульон, красный лук, сливки, чеснок, бренди, сливочное масло, петрушка, сахар, соль, свежий перец;Супы;Мексиканская кухня;https://eda.ru/recepty/supy/krem-sup-iz-tikvi-s-brendi-29897
Сырный крем-суп со специями;картофель, морковь, репчатый лук, плавленый сырок, соль, молотый черный перец, куркума, молотый кориандр , петрушка сушеная, мускатный орех, молотый красный перец, оливковое масло, желтые семена горчицы;Супы;Итальянская кухня;https://eda.ru/recepty/supy/sirnij-krem-sup-so-specijami-30276
Суп-пюре с нутом и карри;картофель, куриный бульон, нут, петрушка, репчатый лук, чеснок, сливки 10%-ные, карри;Супы;Европейская кухня;https://eda.ru/recepty/supy/sup-pjure-s-nutom-i-karri-38514
Томатный суп из морепродуктов;коктейль из морепродуктов, репчатый лук, чеснок, сладкий перец, помидоры, томатный сок, шафран, сушеный базилик, прованские травы, лимонный сок, куриное яйцо;Супы;Индонезийская кухня;https://eda.ru/recepty/supy/tomatnij-sup-iz-moreproduktov-25076
Грибной крем-суп с шампиньонами;шампиньоны, репчатый лук, пшеничная мука, сливочное масло, оливковое масло, куриный бульон, сливки 20%-ные, зеленый лук, молотый черный перец;Супы;Европейская кухня;https://eda.ru/recepty/supy/gribnoy-krem-sup-32053
Куриный суп-пюре с шампиньонами;шампиньоны, куриное филе, картофель, морковь, лук, сливки 20%-ные;Супы;Индийская кухня;https://eda.ru/recepty/supy/kurinij-sup-pjure-s-shampinonami-43645
Суп-пюре из кабачков с плавленым сыром;кабачки, репчатый лук, чеснок, овощной бульон, панировочные сухари, плавленый сырок;Супы;Французская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-kabachkov-s-plavlenim-sirom-16312
Итальянский овощной крем-суп;картофель, морковь, репчатый лук, белокочанная капуста, кипяток, растительное масло, сливки, смесь итальянских трав;Супы;Итальянская кухня;https://eda.ru/recepty/supy/italjanskij-ovoshhnoj-krem-sup-45982
Суп-пюре с нутом и карри;картофель, куриный бульон, нут, петрушка, репчатый лук, чеснок, сливки 10%-ные, карри;Супы;Европейская кухня;https://eda.ru/recepty/supy/sup-pjure-s-nutom-i-karri-38514
Томатный крем-суп с вялеными томатами;картофель, сельдерей, морковь, репчатый лук, помидоры, вяленые помидоры в оливковом масле, соус наполи, вода, базилик, чеснок, оливковое масло, молотый черный перец, соль;Супы;Европейская кухня;https://eda.ru/recepty/supy/tomatnyy-krem-sup-s-vyalenymi-tomatami-137570
Щавелевый суп;куриный бульон, картофель, куриное яйцо, щавель, лук, морковь, лимон, сметана, лавровый лист, растительное масло, петрушка, укроп, соль, свежемолотый черный перец;Супы;Русская кухня;https://eda.ru/recepty/supy/schavelevij-sup-31638
Грибной крем-суп с шампиньонами;шампиньоны, репчатый лук, пшеничная мука, сливочное масло, оливковое масло, куриный бульон, сливки 20%-ные, зеленый лук, молотый черный перец;Супы;Европейская кухня;https://eda.ru/recepty/supy/gribnoy-krem-sup-32053
Живой суп-пюре из тыквы;тыква, стебель сельдерея, морковь, вода, очищенные семена тыквы, чеснок, мускатный орех, куркума;Супы;Французская кухня;https://eda.ru/recepty/supy/zhivoj-sup-pjure-iz-tikvi-19203
Суп-пюре из кабачков с плавленым сыром;кабачки, репчатый лук, чеснок, овощной бульон, панировочные сухари, плавленый сырок;Супы;Французская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-kabachkov-s-plavlenim-sirom-16312
Томатный суп-пюре со сливками;помидоры, репчатый лук, молоко, сливки 10%-ные, пшеничная мука, сливочное масло, соль, молотый черный перец;Супы;Европейская кухня;https://eda.ru/recepty/supy/tomatnij-sup-pjure-so-slivkami-34164
Крем-суп из баклажанов с лимонным соком;баклажаны, лимон, куриный бульон, петрушка, растительное масло, сливки 20%-ные, соль, молотый черный перец;Супы;Крем-суп;https://eda.ru/recepty/supy/krem-sup-iz-baklazhanov-s-limonnim-sokom-17882
Суп-пюре из тыквы;тыква, гренки, вода, картофель, молоко, сливочное масло, сахар;Супы;Французская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-tikvi-14660
Кукурузный суп-пюре;репчатый лук, морковь, сливочное масло, оливковое масло, сливки 30%-ные, соль, молотый черный перец, молотый красный перец, куриный бульон, чиабатта, свежая кукуруза;Супы;Европейская кухня;https://eda.ru/recepty/supy/kukuruznij-sup-pjure-38856
Свекольный крем-суп;оливковое масло, репчатый лук, чеснок, свекла, говяжий бульон, сливки, соль, молотый черный перец;Супы;Русская кухня;https://eda.ru/recepty/supy/svekolnij-krem-sup-51026
Крем-суп «Дюбарри»;лук-порей, цветная капуста, молоко, куриный бульон, сливочное масло, сливки 10%-ные, петрушка, соль, красная икра, молотый черный перец;Супы;Французская кухня;https://eda.ru/recepty/supy/krem-djubarri-21306
Крем-суп из шпината с имбирем;шпинат, картофель, репчатый лук, лимонный сок, имбирь, оливковое масло, чеснок, соль, молотый черный перец;Супы;Итальянская кухня;https://eda.ru/recepty/supy/krem-sup-iz-shpinata-s-imbirem-35020
Тыквенный суп-пюре с мандариновым соком;тыква баттернат-сквош, картофель, мандариновый сок, коричневый сахар, чеснок, белый лук, сливочное масло, свежий имбирь, тыквенное масло, соль;Супы;Вегетарианская еда;https://eda.ru/recepty/supy/tikvennij-sup-pjure-s-mandarinovim-sokom-20868
Свекольный крем-суп;оливковое масло, репчатый лук, чеснок, свекла, говяжий бульон, сливки, соль, молотый черный перец;Супы;Русская кухня;https://eda.ru/recepty/supy/svekolnij-krem-sup-51026
Суп-пюре из птицы;курица, петрушка, морковь, вода, сливки, яичный желток, пшеничная мука, сливочное масло, соль;Супы;Русская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-ptici-15687
Крем-суп «Дюбарри»;лук-порей, цветная капуста, молоко, куриный бульон, сливочное масло, сливки 10%-ные, петрушка, соль, красная икра, молотый черный перец;Супы;Французская кухня;https://eda.ru/recepty/supy/krem-djubarri-21306
Крем-суп из шпината с имбирем;шпинат, картофель, репчатый лук, лимонный сок, имбирь, оливковое масло, чеснок, соль, молотый черный перец;Супы;Итальянская кухня;https://eda.ru/recepty/supy/krem-sup-iz-shpinata-s-imbirem-35020
Фасолевый суп-пюре;фасоль, чеснок, лавровый лист, оливковое масло, пшеничная мука, сливочное масло, соль;Супы;Турецкая кухня;https://eda.ru/recepty/supy/fasolevij-sup-pjure-15846
Крем-суп из запеченной тыквы;тыква, помидоры, морковь, чеснок, сушеный тимьян, сушеный базилик, молотый черный перец, сливочное масло, очищенные семена тыквы, апельсины, лимон, кипяток, свежий имбирь, куркума, соль;Супы;Европейская кухня;https://eda.ru/recepty/supy/krem-sup-iz-zapechennoj-tikvi-30486
Крем-суп с лисичками;лисички, сливки 25%-ные, копченый сыр, чеснок, морская соль, сыр чеддер, молотый черный перец, сладкая паприка, вода, сливочное масло, молотый мускатный орех;Супы;Европейская кухня;https://eda.ru/recepty/supy/krem-sup-s-lisichkami-39602
Суп-пюре из батата;батат, морковь, лук-порей, чеснок, свежий корень имбиря , соль, оливковое масло, льняное масло холодного отжима, семена льна;Супы;Японская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-batata-22146
Классический крабовый крем-суп;сливочное масло, зеленый лук, зелень сельдерея, пшеничная мука, молоко, рыбный бульон, сливки 30%-ные, мясо краба, херес, соль, молотый черный перец, молотый красный перец, куриное яйцо, лимон;Супы;Европейская кухня;https://eda.ru/recepty/supy/klassicheskij-krabovij-krem-sup-17611
Кукурузный крем-суп с жареными вешенками;консервированная кукуруза, кокосовое молоко, початки кукурузы, вешенки, растительное масло, шрирача, соевый соус, попкорн, оливковое масло, лук-резанец, соль;Супы;Авторская кухня;https://eda.ru/recepty/supy/kukuruznyy-krem-sup-s-zharenymi-veshenkami-152123
Картофельный крем-суп с петрушкой;сливочное масло, репчатый лук, картофель, соль, свежемолотый черный перец, куриный бульон, рубленая петрушка, сливки, шнитт-лук;Супы;Французская кухня;https://eda.ru/recepty/supy/kartofelnij-krem-sup-s-petrushkoj-23671
Тыквенный крем-суп с курицей и сухарикамии;тыква баттернат-сквош, морковь, сладкий перец, филе куриной грудки, сливки, оливковое масло, белый хлеб, сушеный базилик, молотый сушеный чеснок, соль;Супы;Русская кухня;https://eda.ru/recepty/supy/tikvennij-krem-sup-s-kuricej-i-suharikamii-44708
Бергенский рыбный крем-суп;филе семги, филе трески, мидии, очищенные креветки, белое сухое вино, сливочное масло, пшеничная мука, сливки, соль, шафран, лавровый лист, молотый белый перец, лук-порей, морковь;Супы;Норвежская кухня;https://eda.ru/recepty/supy/bergenskij-ribnij-krem-sup-31171
Мятный крем-суп из горошка и кукурузы;замороженный зеленый горошек , замороженные зерна кукурузы, вода, репчатый лук, кокосовое молоко, свежая мята, лимон, оливковое масло, соль, молотый черный перец;Супы;Русская кухня;https://eda.ru/recepty/supy/mjatnij-krem-sup-iz-goroshka-kukuruzi-30151
Бергенский рыбный крем-суп;филе семги, филе трески, мидии, очищенные креветки, белое сухое вино, сливочное масло, пшеничная мука, сливки, соль, шафран, лавровый лист, молотый белый перец, лук-порей, морковь;Супы;Норвежская кухня;https://eda.ru/recepty/supy/bergenskij-ribnij-krem-sup-31171
Крем-суп из раков;раки, куриный бульон, морковь, репчатый лук, растительное масло, анисовая водка, сельдерей, укроп, томатная паста , лавровый лист, сливки, лимон, молотый душистый перец;Супы;Европейская кухня;https://eda.ru/recepty/supy/krem-sup-iz-rakov-25180
Суп-пюре из брокколи и лука-порея;капуста брокколи, лук-порей, чеснок, куриное яйцо, петрушка, соль, молотый черный перец, сливки;Супы;Европейская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-brokkoli-luka-poreja-18402
Грибной суп-пюре с плавленым сыром;картофель, репчатый лук, шампиньоны, плавленый сыр;Супы;Европейская кухня;https://eda.ru/recepty/supy/gribnoj-sup-pjure-s-plavlenim-sirom-46410
Куриный суп-пюре с брокколи;куриная грудка, капуста брокколи, картофель, морковь, репчатый лук, сливки, гренки, соль, тертый сыр пармезан , молотый черный перец;Супы;Европейская кухня;https://eda.ru/recepty/supy/kurinij-sup-pjure-s-brokkoli-39733
Тыквенный крем-суп;тыква, репчатый лук, тимьян, белое вино, куриный бульон, лайм, лимон, кокосовое молоко, тыквенные семечки, лук-сибулет, соль;Супы;Европейская кухня;https://eda.ru/recepty/supy/tykvennyy-krem-sup-174965
Суп-пюре из артишоков;говядина, артишоки, морковь, сливочное масло, пшеничная мука, сливки, яичный желток, соль, молотый черный перец;Супы;Русская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-artishokov-18642
Суп-пюре из кукурузы;початки кукурузы, репчатый лук, корень сельдерея, пшеничная мука, сливочное масло, молоко, овощной бульон, кукурузные хлопья;Супы;Низкокалорийная еда;https://eda.ru/recepty/supy/sup-pjure-iz-kukuruzi-16518
Суп-пюре из птицы;курица, петрушка, морковь, вода, сливки, яичный желток, пшеничная мука, сливочное масло, соль;Супы;Русская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-ptici-15687
Тыквенный суп-пюре с брынзой;тыква, картофель, морковь, сыр брынза, молоко, соль, приправа для овощей, топленое масло, растительное масло, молотый сушеный чеснок;Супы;Мировая кухня;https://eda.ru/recepty/supy/tykvennyy-sup-pyure-s-brynzoy-175117
Постный суп-пюре из брокколи;капуста брокколи, морковь, репчатый лук, шпинат, помидоры, молотый черный перец, паприка, базилик, соль;Супы;Европейская кухня;https://eda.ru/recepty/supy/postnij-sup-pjure-iz-brokkoli-47751
Сырный крем-суп с манкой;репчатый лук, морковь, растительное масло, плавленый сырок, помидоры, копченая колбаса, вода, манная крупа;Супы;Русская кухня;https://eda.ru/recepty/supy/sirnij-krem-sup-s-mankoj-44505
Фасолевый суп-пюре;фасоль, чеснок, лавровый лист, оливковое масло, пшеничная мука, сливочное масло, соль;Супы;Турецкая кухня;https://eda.ru/recepty/supy/fasolevij-sup-pjure-15846
Сливочный крем-суп из шампиньонов и картофеля;шампиньоны, картофель, лук, сливки 20%-ные, растительное масло, соль, молотый черный перец;Супы;Французская кухня;https://eda.ru/recepty/supy/slivochnij-krem-sup-iz-shampinonov-i-kartofelja-33730
Суп-пюре из артишоков;говядина, артишоки, морковь, сливочное масло, пшеничная мука, сливки, яичный желток, соль, молотый черный перец;Супы;Русская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-artishokov-18642
Суп-пюре из кукурузы;початки кукурузы, репчатый лук, корень сельдерея, пшеничная мука, сливочное масло, молоко, овощной бульон, кукурузные хлопья;Супы;Низкокалорийная еда;https://eda.ru/recepty/supy/sup-pjure-iz-kukuruzi-16518
Крем-суп из шампиньонов со сливками;шампиньоны, картофель, морковь, репчатый лук, сливки 20%-ные, сливочное масло, соль, молотый черный перец, лавровый лист, черный перец горошком;Супы;Европейская кухня;https://eda.ru/recepty/supy/krem-sup-iz-shampinonov-so-slivkami-32255
Тыквенный суп-пюре с брынзой;тыква, картофель, морковь, сыр брынза, молоко, соль, приправа для овощей, топленое масло, растительное масло, молотый сушеный чеснок;Супы;Мировая кухня;https://eda.ru/recepty/supy/tykvennyy-sup-pyure-s-brynzoy-175117
Картофельный крем-суп с петрушкой;сливочное масло, репчатый лук, картофель, соль, свежемолотый черный перец, куриный бульон, рубленая петрушка, сливки, шнитт-лук;Супы;Французская кухня;https://eda.ru/recepty/supy/kartofelnij-krem-sup-s-petrushkoj-23671
Чесночный суп-пюре;куриный бульон, картофель, чеснок, лук-порей, оливковое масло, сливочное масло, соль, молотый черный перец, крутоны;Супы;Европейская кухня;https://eda.ru/recepty/supy/chesnochnij-sup-pjure-49079
Постный суп-пюре из брокколи;капуста брокколи, морковь, репчатый лук, шпинат, помидоры, молотый черный перец, паприка, базилик, соль;Супы;Европейская кухня;https://eda.ru/recepty/supy/postnij-sup-pjure-iz-brokkoli-47751
Суп-пюре из кур;сливочное масло, курица, репчатый лук, коренья, пшеничная мука, сливки, яичный желток, вода;Супы;Русская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-kur-15452
Сырный крем-суп с манкой;репчатый лук, морковь, растительное масло, плавленый сырок, помидоры, копченая колбаса, вода, манная крупа;Супы;Русская кухня;https://eda.ru/recepty/supy/sirnij-krem-sup-s-mankoj-44505
Суп-пюре из овощей;морковь, репа, картофель, лук-порей, рис, зеленый горошек, сливочное масло, молоко, соль;Супы;Европейская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-ovoschej-14679
Суп-пюре из тыквы с помидорами;тыква, стебель сельдерея, репчатый лук, чеснок, кипяток, соль, свежемолотый черный перец, помидоры, оливковое масло;Супы;Мексиканская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-tikvi-s-pomidorami-34668
Овощной суп-пюре с кабачками и чесноком;картофель, морковь, кабачки, репчатый лук, помидоры, чеснок, соль, свежемолотый черный перец;Супы;Европейская кухня;https://eda.ru/recepty/supy/ovoshhnoj-sup-pjure-s-kabachkami-i-chesnokom-38568
Суп-пюре из лисичек;лисички, репчатый лук, морковь, имбирь, оливковое масло, свежий тимьян, сыр чеддер;Супы;Европейская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-lisichek-31085
Чесночный суп-пюре;куриный бульон, картофель, чеснок, лук-порей, оливковое масло, сливочное масло, соль, молотый черный перец, крутоны;Супы;Европейская кухня;https://eda.ru/recepty/supy/chesnochnij-sup-pjure-49079
Суп-пюре из кур;сливочное масло, курица, репчатый лук, коренья, пшеничная мука, сливки, яичный желток, вода;Супы;Русская кухня;https://eda.ru/recepty/supy/sup-pjure-iz-kur-15452
Крем-суп из артишоков;замороженные сердцевины артишоков , сливочное масло, лук-порей, чеснок, лук-шалот, картофель, овощной бульон, лавровый лист, тимьян, петрушка, черный перец горошком, сливки, соль;Супы;Европейская кухня;https://eda.ru/recepty/supy/krem-sup-iz-artishokov-27196
Суп-пюре из тыквы с карри;тыква, картофель, морковь, корень имбиря, репчатый лук, чеснок, сливки 20%-ные, карри-порошок, молотый черный перец;Супы;Европейская кухня;https://eda.ru/recepty/supy/sup-pyure-iz-tykvy-s-karri-140312
Легкий суп-пюре из шпината;шпинат, репчатый лук, чеснок, бульон, сливки 33%-ные, молотый черный перец, оливковое масло, соль;Супы;Средиземноморская кухня;https://eda.ru/recepty/supy/legkij-sup-pjure-iz-shpinata-51461
