food;ingredients;category;kitchen;food_url
Гратен дофинуа;картофель, молоко, сливки 33%-ные, мускатный орех, сыр грюйер, чеснок, соль, молотый черный перец;Основные блюда;Французская кухня;https://eda.ru/recepty/osnovnye-blyuda/graten-dofinua-17587
Тушеная капуста;репчатый лук, белокочанная капуста, уксус, сахар, пшеничная мука, томатная паста , вода, растительное масло, молотый кумин (зира) , молотый кориандр , соль, молотый черный перец;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/tushenaya-kapusta-17323
Треска с помидорами;филе трески, оливковое масло, лимон, петрушка, помидоры черри, соль, молотый черный перец;Основные блюда;Средиземноморская кухня;https://eda.ru/recepty/osnovnye-blyuda/treska-s-pomidorami-17591
Хек в зеленом чесночном соусе;хек, чеснок, рубленая петрушка, свежий лавровый лист, оливковое масло extra virgin;Основные блюда;Испанская кухня;https://eda.ru/recepty/osnovnye-blyuda/hek-v-zelenom-chesnochnom-souse-27049
Тушеная свинина;петрушка, укроп, молотый черный перец, соль, чеснок, сметана, ржаная мука, репчатый лук, томатная паста , растительное масло, свинина;Основные блюда;Европейская кухня;https://eda.ru/recepty/osnovnye-blyuda/tushenaya-svinina-16691
Лапша с тыквой и грибами;паста феттучини, тыква, шампиньоны, куриный бульон, сливочное масло, чеснок, сметана, растительное масло, сыр пармезан, петрушка, соль, молотый черный перец;Основные блюда;Китайская кухня;https://eda.ru/recepty/osnovnye-blyuda/lapsha-s-tikvoj-gribami-18595
Тушеная говядина;говядина, репчатый лук, морковь, душистый перец горошком, лавровый лист, паприка, молотый перец чили, соль, молотый черный перец, растительное масло;Основные блюда;Европейская кухня;https://eda.ru/recepty/osnovnye-blyuda/tushenaya-govyadina-40151
Котлеты морковные;морковь, молоко, манная крупа, панировочные сухари, куриное яйцо, сахар, растительное масло;Основные блюда;Европейская кухня;https://eda.ru/recepty/osnovnye-blyuda/kotleti-morkovnie-14903
Говядина по-бургундски;говядина, красное сухое вино, чеснок, репчатый лук, петрушка, тимьян, лавровый лист, черный перец горошком, бекон, сливочное масло, оливковое масло, пшеничная мука, растительное масло, морковь, лук-шалот, шампиньоны, соль, молотый черный перец;Основные блюда;Французская кухня;https://eda.ru/recepty/osnovnye-blyuda/govjadina-po-burgundski-19282
Паэлья с креветками и курицей;круглый рис, чеснок, репчатый лук, сладкий перец, зеленый горошек, креветки, куриные бедра, куриный бульон, черный перец горошком, помидоры, лимон, шафран, оливковое масло, петрушка, соль, молотый черный перец, белое сухое вино;Основные блюда;Итальянская кухня;https://eda.ru/recepty/osnovnye-blyuda/pajelja-s-krevetkami-kuricej-17276
Куриная печень в сметане;куриная печень, сметана 20%-ная, репчатый лук, сливочное масло, соль, молотый черный перец;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/kurinaya-pechen-v-smetane-31593
Хинкали;пшеничная мука, вода, соль, телятина, говядина, сало, репчатый лук, чеснок, молотый кумин (зира) , красный перец чили, кинза;Основные блюда;Грузинская кухня;https://eda.ru/recepty/osnovnye-blyuda/hinkali-26016
Котлеты «Фифти-фифти»;куриное филе, репчатый лук, батон, молоко, зеленый лук-резанец , укроп, петрушка, кинза, растительное масло, соль, молотый черный перец;Основные блюда;Одесская кухня;https://eda.ru/recepty/osnovnye-blyuda/kotleti-fifti-fifti-46969
Ферганский плов;рис девзира, баранина на кости, курдючное сало, крупная соль, чеснок, желтая морковь, репчатый лук, молотый кумин (зира) , перец чили;Основные блюда;Узбекская кухня;https://eda.ru/recepty/osnovnye-blyuda/ferganskiy-plov-27690
Картофель, запеченный в мундире;картофель, чеснок, сливочное масло, сметана, бекон, укроп, твердый сыр, зеленый лук, соль, свежемолотый черный перец;Основные блюда;Французская кухня;https://eda.ru/recepty/osnovnye-blyuda/kartofel-zapechennij-v-mundire-23962
Бефстроганов;белые грибы, сметана 30%-ная, сливки 35%-ные, говяжья вырезка, говяжий бульон, белое сухое вино, соль, растительное масло, дижонская горчица, молотый черный перец;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/befstroganov-33435
Курица в кисло-сладком соусе по-китайски;куриное филе, соевый соус, яблочный уксус, сахар, вода, томатная паста , сладкий перец, консервированный ананас, помидоры;Основные блюда;Китайская кухня;https://eda.ru/recepty/osnovnye-blyuda/kurica-v-kislo-sladkom-souse-po-kitajski-14456
Чахохбили с курицей и картофелем;помидоры, курица, томатная паста , репчатый лук, чеснок, хмели-сунели, молотый кориандр , шафран, сливочное масло, соль, растительное масло, молотый красный перец, лимон, картофель, свежий красный перец;Основные блюда;Грузинская кухня;https://eda.ru/recepty/osnovnye-blyuda/chahohbili-iz-kurici-17444
Картофельное пюре;картофель, крупная соль, сливочное масло, жирное молоко, соль, молотый черный перец;Основные блюда;Французская кухня;https://eda.ru/recepty/osnovnye-blyuda/kartofelnoe-pjure-29188
Котлеты по-киевски;куриное филе, панировочные сухари панко, чеснок, куриное яйцо, сливки 33%-ные, сливочное масло, петрушка, растительное масло, зеленый лук, эстрагон, соль, молотый черный перец;Основные блюда;Украинская кухня;https://eda.ru/recepty/osnovnye-blyuda/kotleti-po-kievski-33378
Традиционный чили кон карне;говяжий фарш, репчатый лук, красный сладкий перец, перец чили, говяжий бульон, измельченные помидоры в собственном соку , красная консервированная фасоль, кумин (зира), молотый перец чили, паприка, майоран, сахар, чеснок, молотый черный перец, соль, томатная паста ;Основные блюда;Мексиканская кухня;https://eda.ru/recepty/osnovnye-blyuda/tradicionnyy-chili-kon-karne-81227
Гуляш из говядины;репчатый лук, паприка, говяжьи голяшки, чеснок, томатная паста , молотый кумин (зира) , бальзамический уксус, майоран, растительное масло, пшеничная мука, красное сухое вино, лимон, лавровый лист, соль, молотый черный перец;Основные блюда;Венгерская кухня;https://eda.ru/recepty/osnovnye-blyuda/guljash-iz-govjadini-19278
Говядина с устричным соусом;свежая кинза (кориандр), репчатый лук, говяжье филе, капуста брокколи, корень имбиря, лимон, растительное масло, устричный соус;Основные блюда;Китайская кухня;https://eda.ru/recepty/osnovnye-blyuda/govjadina-s-ustrichnim-sousom-36638
Курица с соусом из йогурта, кунжутных семечек, лимона и чеснока;картофель, чеснок, куриная голень, лимон, сахар, соевый соус, йогурт, белый винный уксус, мед, сливочное масло, оливковое масло, кунжутное масло, кунжутные семечки, тимьян, петрушка, соль, молотый черный перец;Основные блюда;Авторская кухня;https://eda.ru/recepty/osnovnye-blyuda/kurica-s-sousom-iz-jogurta-kunzhutnih-semechek-limona-chesnoka-30677
Курица, запеченная в хрустящей корочке, с имбирем и апельсинами;курица, цветочный мед, апельсины, тертый имбирь, растительное масло, специи, крупная соль, молотый красный перец;Основные блюда;Испанская кухня;https://eda.ru/recepty/osnovnye-blyuda/kurica-zapechennaja-v-hrustjaschej-korochke-s-imbirem-apelsinami-30720
Макароны, запеченные с помидорами, под сыром;макароны, чеснок, черный перец горошком, сыр, помидоры, майонез;Основные блюда;Итальянская кухня;https://eda.ru/recepty/osnovnye-blyuda/makaroni-zapechennie-s-pomidorami-pod-sirom-19696
Цыпленок с розмарином;куриные окорочка, крупная соль, молотый черный перец, пшеничная мука, оливковое масло extra virgin, белое вино, свежий розмарин , лавровый лист, лимонный сок;Основные блюда;Греческая кухня;https://eda.ru/recepty/osnovnye-blyuda/ciplenok-s-rozmarinom-43538
Жареные куриные сердечки;куриные сердца, репчатый лук, морковь, вода, растительное масло, соль, молотый черный перец, карри-порошок;Основные блюда;Европейская кухня;https://eda.ru/recepty/osnovnye-blyuda/zharenye-kurinye-serdechki-32069
Ленивые голубцы с курицей;куриный бульон, чеснок, лимонная трава, красный лук, лавровый лист, репа, имбирь, рис, черный перец горошком, куриное филе, соевый соус, кинза, тростниковый сахар, растительное масло, рисовый уксус для суши, белокочанная капуста;Основные блюда;Мировая кухня;https://eda.ru/recepty/osnovnye-blyuda/lenivye-golubcy-s-kuricey-16633
Телятина с красным перцем и апельсинами в горшочке;телятина, апельсины, стебель сельдерея, красный сладкий перец, кайенский перец, дижонская горчица, корица, сахар, морская соль, молотый черный перец, лимон, растительное масло;Основные блюда;Китайская кухня;https://eda.ru/recepty/osnovnye-blyuda/teljatina-s-krasnim-percem-apelsinami-v-gorshochke-30819
Американские макароны с сыром;паста пипе ригате, куриное яйцо, сливочное масло, пшеничная мука, молоко, горчичный порошок, твердый сыр, соль, молотый черный перец;Основные блюда;Американская кухня;https://eda.ru/recepty/osnovnye-blyuda/amerikanskie-makarony-s-syrom-80535
Запеченная курица с овощами;курица, красный лук, желтый лук, чеснок, петрушка, морковь, сливочное масло, сельдерей, букет гарни, растительное масло;Основные блюда;Французская кухня;https://eda.ru/recepty/osnovnye-blyuda/zapechennaja-kurica-s-ovoshhami-17672
Свинина с овощами, тушеная в сливках;шампиньоны, свиная вырезка, сладкий перец, помидоры, сливки 25%-ные, молотый черный перец, молотый белый перец, оливковое масло;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/svinina-s-ovoschami-tushenaja-v-slivkah-31016
Запеченная курица с овощами;курица, красный лук, желтый лук, чеснок, петрушка, морковь, сливочное масло, сельдерей, букет гарни, растительное масло;Основные блюда;Французская кухня;https://eda.ru/recepty/osnovnye-blyuda/zapechennaja-kurica-s-ovoshhami-17672
Конфи из утиных ножек с пюре;утиные ножки, тимьян, розмарин, молотый черный перец, соль, чеснок, утиный жир, лук-шалот, картофель, сливочное масло;Основные блюда;Французская кухня;https://eda.ru/recepty/osnovnye-blyuda/konfi-iz-utinih-nozhek-s-pjure-24287
Котлеты «Валленберг»;телятина, сливки 35%-ные, яичный желток, соль, молотый белый перец, свежемороженая брусника, сахар, картофель, сливочное масло, замороженный зеленый горошек ;Основные блюда;Шведская кухня;https://eda.ru/recepty/osnovnye-blyuda/kotleti-vallenberg-51698
Кордон блю;куриное филе, ветчина, швейцарский сыр, растительное масло, куриное яйцо, пшеничная мука, панировочные сухари, молотый черный перец, соль;Основные блюда;Французская кухня;https://eda.ru/recepty/osnovnye-blyuda/kordon-ble-91879
Гуляш;говядина, репчатый лук, картофель, морковь, чеснок, сладкий перец, помидоры, паприка, петрушка, корень сельдерея, растительное масло, тмин;Основные блюда;Венгерская кухня;https://eda.ru/recepty/osnovnye-blyuda/guljash-49673
Пельмени с говядиной;тесто для пельменей, говяжья грудинка, репчатый лук, петрушка, сливочное масло, укроп, лавровый лист, черный перец горошком, соль, молотый черный перец;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/pelmeni-s-govjadinoj-29886
Креветки в сливочно-чесночном соусе;сливочное масло, чеснок, креветки, рубленая петрушка, соль, сливки;Основные блюда;Французская кухня;https://eda.ru/recepty/osnovnye-blyuda/krevetki-v-slivochno-chesnochnom-souse-18350
Перцы фаршированные мясом и рисом;фарш, сладкий перец, рис, морковь, репчатый лук, сметана, томатная паста , соль, подсолнечное масло, молотый черный перец;Основные блюда;Советская кухня;https://eda.ru/recepty/osnovnye-blyuda/percy-farshirovannye-myasom-i-risom-26665
Вареники с картошкой и грибами;тесто для вареников, картофель, репчатый лук, морковь, шампиньоны, растительное масло, сливочное масло, сметана, лавровый лист, специи, соль, молотый черный перец;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/vareniki-s-kartoshkoj-i-gribami-41379
Мусака;помидоры в собственном соку, сушеная смородина, оливковое масло extra virgin, кайенский перец, бараний фарш, молотая корица, молотый имбирь, молотая гвоздика, чеснок, репчатый лук, красный сладкий перец, красное вино, растительное масло, баклажаны, картофель, сливочное масло, пшеничная мука, молоко, лавровый лист, молотый мускатный орех, яичный желток, греческий йогурт, соль, тертый сыр пармезан , молотый черный перец;Основные блюда;Греческая кухня;https://eda.ru/recepty/osnovnye-blyuda/musaka-43541
Овощное рагу из кабачков с картофелем;кабачки, репчатый лук, помидоры, морковь, зеленый перец, картофель, чеснок, соль, молотый черный перец, растительное масло;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/ovoshhnoe-ragu-iz-kabachkov-s-kartofelem-32616
Тушеные кабачки;кабачки, помидоры, морковь, репчатый лук, сметана, чеснок, укроп, растительное масло, пшеничная мука, соль, молотый черный перец;Основные блюда;Европейская кухня;https://eda.ru/recepty/osnovnye-blyuda/tushenye-kabachki-32275
Омурайсу;репчатый лук, курица, зеленый горошек, вареный жасминовый рис, кетчуп, соевый соус, растительное масло, куриное яйцо, сливки, петрушка, соль;Основные блюда;Японская кухня;https://eda.ru/recepty/osnovnye-blyuda/omuraysu-124983
Омурайсу;репчатый лук, курица, зеленый горошек, вареный жасминовый рис, кетчуп, соевый соус, растительное масло, куриное яйцо, сливки, петрушка, соль;Основные блюда;Японская кухня;https://eda.ru/recepty/osnovnye-blyuda/omuraysu-124983
Картофельная запеканка с соленым огурцом;фарш, картофель, репчатый лук, сыр, соль, майонез, молотый черный перец, соленые огурцы;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/kartofelnaya-zapekanka-s-solenym-ogurcom-16894
Капуста с креветками и лимонной травой;белокочанная капуста, рисовый уксус для суши, тростниковый сахар, кинза, подсолнечное масло, оливковое масло, соевый соус, лавровый лист, креветки, чеснок, белый лук, имбирь, лимонная трава;Основные блюда;Тайская кухня;https://eda.ru/recepty/osnovnye-blyuda/kapusta-s-krevetkami-limonnoj-travoj-16455
Говяжьи бургеры;говяжья лопатка, огузок говяжий, говяжья шейка, репчатый лук, чеснок, соленые огурцы, помидоры пелати, чиабатта, салат романо, сахар, оливковое масло, белый винный уксус, растительное масло, дижонская горчица, майонез, соль, молотый черный перец;Основные блюда;Американская кухня;https://eda.ru/recepty/osnovnye-blyuda/govjazhi-burgeri-30226
Курица терияки;куриное филе, легкий соевый соус, коричневый сахар, имбирь, репчатый лук, чеснок, саке, растительное масло, кунжут, зеленый лук;Основные блюда;Японская кухня;https://eda.ru/recepty/osnovnye-blyuda/kurica-teriyaki-125574
Индейка с яблоками и луком;индейка, лук, яблоко, соевый соус, оливковое масло, подсолнечное масло, соль, молотый черный перец;Основные блюда;Американская кухня;https://eda.ru/recepty/osnovnye-blyuda/indejka-s-jablokami-i-lukom-35274
Куриное филе с грибами и сыром;шампиньоны, куриное филе, сметана, майонез, репчатый лук, петрушка, сыр, соль, молотый черный перец;Основные блюда;Французская кухня;https://eda.ru/recepty/osnovnye-blyuda/kurinoe-file-s-gribami-i-sirom-16157
Куриное филе с соусом и гречкой;гречневая крупа, куриное филе, репчатый лук, сметана, молоко, соевый соус, петрушка, растительное масло;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/kurinoe-file-s-sousom-grechkoj-17499
Рис с яйцом по-китайски;длиннозерный рис, куриное яйцо, чеснок, зеленый лук, растительное масло, зеленый горошек, соевый соус, соль;Основные блюда;Китайская кухня;https://eda.ru/recepty/osnovnye-blyuda/ris-s-jajcom-po-kitajski-15759
Курица по-баскски;курица, красный сладкий перец, красный лук, вяленые помидоры, сливочное масло, оливковое масло, рис басмати, томатная паста , острая паприка, лавровый лист, тимьян, куриный бульон, белое сухое вино, маслины, соль, молотый черный перец;Основные блюда;Европейская кухня;https://eda.ru/recepty/osnovnye-blyuda/kurica-po-baskski-68754
Классический ростбиф;говяжья вырезка, репчатый лук, морковь, стебель сельдерея, тимьян, растительное масло, соль, молотый черный перец;Основные блюда;Британская кухня;https://eda.ru/recepty/osnovnye-blyuda/klassicheskiy-rostbif-58546
Баклажаны пармиджано;баклажаны, растительное масло, оливковое масло, чеснок, консервированные помидоры кусочками, сыр моцарелла, тертый сыр пармезан , базилик, соль, молотый черный перец;Основные блюда;Итальянская кухня;https://eda.ru/recepty/osnovnye-blyuda/baklazhany-parmidzhano-136653
Свиная рулька с тушеной капустой и картофелем;свиная рулька, тимьян, розмарин, пиво, черный перец горошком, топленое масло, молотый душистый перец, тмин, квашеная капуста, зеленые яблоки, гвоздика, апельсины, томатная паста , лавровый лист, молодой картофель, соль, молотый черный перец;Основные блюда;Чешская кухня;https://eda.ru/recepty/osnovnye-blyuda/svinaja-rulka-s-tushenoj-kapustoj-kartofelem-25708
Ароматная свинина в духовке;свинина, оливковое масло, молотый сушеный чеснок, розмарин, лимонная цедра, морская соль, черный перец горошком, молотый кориандр ;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/aromatnaya-svinina-v-duhovke-35305
Свиная рулька с тушеной капустой и картофелем;свиная рулька, тимьян, розмарин, пиво, черный перец горошком, топленое масло, молотый душистый перец, тмин, квашеная капуста, зеленые яблоки, гвоздика, апельсины, томатная паста , лавровый лист, молодой картофель, соль, молотый черный перец;Основные блюда;Чешская кухня;https://eda.ru/recepty/osnovnye-blyuda/svinaja-rulka-s-tushenoj-kapustoj-kartofelem-25708
Буррито с курицей и рисом;тортильи, куриное филе, рис, помидоры, репчатый лук, сладкий перец, зелень, сыр, кетчуп;Основные блюда;Мексиканская кухня;https://eda.ru/recepty/osnovnye-blyuda/burrito-20416
Мясо по-французски с картофелем и грибами;картофель, репчатый лук, свинина, шампиньоны, сыр, майонез;Основные блюда;Французская кухня;https://eda.ru/recepty/osnovnye-blyuda/mjaso-po-francuzski-s-kartofelem-gribami-16431
Ленивые вареники с творогом;сахар, сухой творог, куриное яйцо, пшеничная мука, соль;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/lenivie-vareniki-s-tvorogom-31245
Говядина по-строгановски (бефстроганов);говядина, репчатый лук, сметана, томатная паста , пшеничная мука, рубленая петрушка, соль, растительное масло, молотый черный перец;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/govjadina-po-stroganovski-befstroganov-21112
Котлеты из индейки с соусом беарнез;эстрагон, филе индейки, сливки 33%-ные, куриное яйцо, соль, молотый черный перец, пшеничная мука, картофель, растительное масло, сливочное масло, рукола, белое сухое вино;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/kotleti-iz-indejki-24297
Тефтели с брусничным соусом, маринованным огурцом и коричневым соусом;смешанный фарш, молоко, панировочные сухари, куриное яйцо, репчатый лук, сливочное масло, растительное масло, свежемороженая брусника, сахар, огурцы, соль, уксус 9%-ный, петрушка, вода, молотый черный перец, сливки;Основные блюда;Шведская кухня;https://eda.ru/recepty/osnovnye-blyuda/tefteli-s-brusnichnym-sousom-marinovannym-ogurcom-i-korichnevym-sousom-80440
Жареный рис с яйцом по-китайски;круглый рис, мини цукини , зеленый лук, морковь, красный стручковый перец, тертый имбирь, грибы шиитаке, мелко рубленный чеснок, легкий соевый соус, кунжутное масло, куриное яйцо;Основные блюда;Китайская кухня;https://eda.ru/recepty/osnovnye-blyuda/zharenij-ris-s-jajcom-po-kitajski-30465
Курица в белом вине в тайском стиле;белое сухое вино, курица, чеснок, красный лук, имбирь, сельдерей, лук-порей, черный перец горошком, лавровый лист, зеленая паста карри , базилик, кинза, соль, лимонная трава, молотый черный перец;Основные блюда;Тайская кухня;https://eda.ru/recepty/osnovnye-blyuda/kurica-v-belom-vine-v-tayskom-stile-19296
Рубленые куриные котлеты с грибами и зеленым базиликом;куриное филе, свежие шампиньоны, репчатый лук, сливки, белый хлеб, зеленый базилик , мадера, мускатный орех, куриное яйцо, сливочное масло, рафинированное масло, соль, молотый черный перец, сахар;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/rublenie-kurinie-kotleti-s-gribami-zelenim-bazilikom-19745
Голубцы из савойской капусты;савойская капуста, говяжий фарш, свиной фарш, репчатый лук, бекон, хлебные крошки, говяжий бульон, сельдерей, лук-шалот, морковь, сахар, сливочное масло, соль, растительное масло, молотый черный перец;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/golubci-iz-savojskoj-kapusti-25210
Рагу из тыквы с вешенками и соусом лечо;тыква, кабачки, вешенки, репчатый лук, желтый сладкий перец, красный сладкий перец, перец чили, помидоры, чеснок, лимон, оливковое масло, тимьян, кинза, гвоздика, соль, молотый черный перец;Основные блюда;Авторская кухня;https://eda.ru/recepty/osnovnye-blyuda/ragu-iz-tikvi-s-veshenkami-sousom-lecho-30410
Чакапули;свежая кинза (кориандр), эстрагон, баранья лопатка, зеленый лук, петрушка, белое сухое вино, зеленый ткемали, соль;Основные блюда;Грузинская кухня;https://eda.ru/recepty/osnovnye-blyuda/chakapuli-43019
Куриные шарики в сливочном соусе;репчатый лук, куриное филе, куриное яйцо, чеснок, сливки, твердый сыр;Основные блюда;Европейская кухня;https://eda.ru/recepty/osnovnye-blyuda/kurinie-shariki-v-slivochnom-souse-31766
Картофельные котлеты на растительном масле;картофель, соль, сливочное масло, пшеничная мука, куриное яйцо, растительное масло;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/kartofelnye-kotlety-na-rastitelnom-masle-45009
Куриные шарики в сливочном соусе;репчатый лук, куриное филе, куриное яйцо, чеснок, сливки, твердый сыр;Основные блюда;Европейская кухня;https://eda.ru/recepty/osnovnye-blyuda/kurinie-shariki-v-slivochnom-souse-31766
Курица с лимоном, чесноком и розовым перцем;чеснок, куриное филе, лук-шалот, лимон, оливковое масло, рубленая петрушка, розовый перец;Основные блюда;Итальянская кухня;https://eda.ru/recepty/osnovnye-blyuda/kurica-s-limonom-chesnokom-rozovim-percem-16205
Тесто для пельменей и вареников;пшеничная мука, молоко, куриное яйцо, соль, растительное масло;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/testo-dlja-pelmenej-varenikov-29880
Творожная запеканка с ягодным сиропом;творог, сметана, куриное яйцо, сахар, изюм, манная крупа, ванилин, ягодный сироп, растительное масло;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/tvorozhnaja-zapekanka-s-jagodnim-siropom-15217
Мясо по-французски;свиная шея, сливочное масло, пшеничная мука, молоко, репчатый лук, растительное масло, российский сыр, соль, молотый черный перец;Основные блюда;Советская кухня;https://eda.ru/recepty/osnovnye-blyuda/myaso-po-francuzski-126182
Пастуший пирог из баранины;баранья лопатка, оливковое масло, красный лук, морковь, розмарин, пшеничная мука, картофель, сливочное масло, панировочные сухари, твердый сыр, свежая мята, зеленый горошек, стебель сельдерея;Основные блюда;Британская кухня;https://eda.ru/recepty/osnovnye-blyuda/pastushiy-pirog-iz-baraniny-52001
Овощные котлеты;свекла, морковь, белокочанная капуста, репчатый лук, манная крупа, панировочные сухари, растительное масло, соль;Основные блюда;Русская кухня;https://eda.ru/recepty/osnovnye-blyuda/ovoschnye-kotlety-125031
Рыбацкий пирог по-риверрански;картофель, морковь, стебель сельдерея, сыр чеддер, лимон, перец чили, петрушка, филе лосося, филе трески, креветки, шпинат, помидоры, соль, молотый черный перец;Основные блюда;Кухня Вестероса;https://eda.ru/recepty/osnovnye-blyuda/rybackiy-pirog-po-riverranski-69021
Курица в сливочном соусе карри с ананасом;молотый черный перец, соль, консервированный ананас, сливки 20%-ные, карри, репчатый лук, куриное филе;Основные блюда;Индийская кухня;https://eda.ru/recepty/osnovnye-blyuda/kurica-v-slivochnom-souse-karri-s-ananasom-16642
Узбекский плов с курицей;куриная грудка, жасминовый рис, репчатый лук, морковь, чеснок, специи для плова;Основные блюда;Узбекская кухня;https://eda.ru/recepty/osnovnye-blyuda/uzbekskij-plov-s-kuricej-25378
Говядина «Веллингтон» по рецепту Гордона Рамзи;говяжья вырезка, шампиньоны, пармская ветчина, слоеное тесто, английская горчица, яичный желток, пшеничная мука, оливковое масло, морская соль, свежемолотый черный перец;Основные блюда;Итальянская кухня;https://eda.ru/recepty/osnovnye-blyuda/govjadina-vellington-po-receptu-gordona-ramzi-51381
Сальтимбокка;прошутто, телячья вырезка, шалфей, сливочное масло, белое сухое вино, молотый черный перец;Основные блюда;Итальянская кухня;https://eda.ru/recepty/osnovnye-blyuda/saltimbokka-49597
Кролик в пиве;кролик, темное пиво, чернослив, репчатый лук, горчица, тимьян, лавровый лист, сливочное масло, соль, молотый черный перец;Основные блюда;Бельгийская кухня;https://eda.ru/recepty/osnovnye-blyuda/krolik-v-pive-52517
Зразы картофельные с луком и яйцом;картофель, сливочное масло, панировочные сухари, репчатый лук, куриное яйцо, петрушка, растительное масло, сметана, соль, молотый черный перец;Основные блюда;Белорусская кухня;https://eda.ru/recepty/osnovnye-blyuda/zrazy-kartofelnye-s-lukom-i-yaycom-91465
Говядина «Веллингтон» по рецепту Гордона Рамзи;говяжья вырезка, шампиньоны, пармская ветчина, слоеное тесто, английская горчица, яичный желток, пшеничная мука, оливковое масло, морская соль, свежемолотый черный перец;Основные блюда;Итальянская кухня;https://eda.ru/recepty/osnovnye-blyuda/govjadina-vellington-po-receptu-gordona-ramzi-51381
