food;ingredients;category;kitchen;food_url
Салат из кабачков на зиму;помидоры, кабачки, яблоко, кинза, чеснок, перец чили, растительное масло, семена кориандра, мед, яблочный уксус, тростниковый сахар, соль;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/salat-iz-kabachkov-na-zimu-139905
Взбитое базиликовое масло;сливочное масло, базилик, чеснок, соль;Заготовки;Итальянская кухня;https://eda.ru/recepty/zagotovki/vzbitoe-bazilikovoe-maslo-152730
Клубничное варенье с черным перцем;клубника, сахар, лимон, черный перец горошком;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/klubnichnoe-varene-s-chernym-percem-137029
Джем из помидоров;сливовидные помидоры, помидоры, желтые помидоры черри , тростниковый сахар, пектин, чеснок, имбирь, рисовый уксус, морская соль;Заготовки;Итальянская кухня;https://eda.ru/recepty/zagotovki/marmelad-iz-pomidorov-139613
Соленые помидоры с базиликом;помидоры, вода, соль, сахар, яблочный уксус, красный базилик ;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/solenye-pomidory-s-bazilikom-151331
Классическая хрустящая квашеная капуста;белокочанная капуста, морковь, каменная соль;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/klassicheskaya-hrustyaschaya-kvashenaya-kapusta-174405
Соленые помидоры с базиликом;помидоры, вода, соль, сахар, яблочный уксус, красный базилик ;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/solenye-pomidory-s-bazilikom-151331
Сухое варенье из черноплодной рябины;черноплодная рябина, сахар, вода, кислота лимонная, ванильный сахар, сахарная пудра;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/suhoe-varene-iz-chernoplodnoy-ryabiny-152739
Яблочный джем с корицей;яблоко, сахар, вода, палочки корицы, лимон;Заготовки;Британская кухня;https://eda.ru/recepty/zagotovki/yablochnyy-dzhem-s-koricey-152702
Варенье из абрикосов с косточками внутри;абрикосы, сахар;Заготовки;Американская кухня;https://eda.ru/recepty/zagotovki/varene-iz-abrikosov-s-kostochkami-vnutri-138522
Быстрая квашеная капуста;белокочанная капуста, соль, сахар, тмин, яблочный уксус, морковь;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/bystraya-kvashenaya-kapusta-152698
Моченые яблоки с кардамоном и имбирем;яблоко, вода, соль, мед, кардамон, имбирь, листья вишни, листья черной смородины;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/mochenye-yabloki-s-kardamonom-i-imbirem-151341
Помидоры на зиму с сюрпризом;помидоры, чеснок, перец чили, сладкий перец, укроп, соцветия укропа, соль, вода, лавровый лист, черный перец горошком;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/pomidory-na-zimu-s-syurprizom-139614
Салат осенний на зиму;репчатый лук, сладкий перец, помидоры, морковь, белокочанная капуста, растительное масло, соль, сахар;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/salat-osenniy-na-zimu-174107
Нежная скумбрия быстрого посола;скумбрия, вода, соль, сахар, лавровый лист, душистый перец горошком, семена кориандра, зеленый лук, бородинский хлеб;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/nezhnaya-skumbriya-bystrogo-posola-173982
Огурцы с кетчупом на зиму;огурцы, вода, кетчуп, соль, сахар, уксус 9%-ный, чеснок, душистый перец горошком, лавровый лист;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/ogurcy-s-ketchupom-na-zimu-174214
Варенье из инжира;инжир, сахар, лимон, яблоки «гренни-смит», вода;Заготовки;Мировая кухня;https://eda.ru/recepty/zagotovki/varene-iz-inzhira-139717
Лечо;сладкий перец, помидоры, морковь, репчатый лук, смесь перцев, лавровый лист, уксус 9%-ный, соль, сахар, томатный сок, зелень;Заготовки;Венгерская кухня;https://eda.ru/recepty/zagotovki/lecho-152643
Прозрачное варенье из яблок и кизила;кизил, яблоко, сахар, имбирь, апельсины, лимон;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/prozrachnoe-varene-iz-yablok-i-kizila-151344
Медовый компот с грушами и пряностями;вода, груши, мед, анис (бадьян), палочки корицы, лимон;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/medovyy-kompot-s-grushami-i-pryanostyami-152705
Кабачковая икра с майонезом;кабачки, майонез, томатная паста , чеснок, сахар, соль, растительное масло, уксус 9%-ный;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/kabachkovaya-ikra-s-mayonezom-174396
Варенье-пятиминутка из черной смородины;черная смородина, сахар, вода, имбирь;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/varene-pyatiminutka-iz-chernoy-smorodiny-151253
Маринованные кабачки гриль;кабачки, оливковое масло, вода, соль, сахар, лимонный сок, чеснок, тимьян, перец чили, сушеная мята, сушеный майоран, подсолнечное масло;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/marinovannye-kabachki-gril-151335
Джем из винограда и черноплодной рябины;черный виноград, черноплодная рябина, сахар, вода;Заготовки;Британская кухня;https://eda.ru/recepty/zagotovki/dzhem-iz-vinograda-i-chernoplodnoy-ryabiny-152738
Медовый компот с грушами и пряностями;вода, груши, мед, анис (бадьян), палочки корицы, лимон;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/medovyy-kompot-s-grushami-i-pryanostyami-152705
Цветная капуста на зиму;цветная капуста, красный лук, душистый перец горошком, лавровый лист, соцветия укропа, семена горчицы, вода, яблочный уксус, сахар, соль;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/cvetnaya-kapusta-na-zimu-174475
Варенье-пятиминутка из крыжовника;крыжовник, сахар, вода;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/varene-pyatiminutka-iz-kryzhovnika-173984
Помидоры в собственном соку на зиму;сливовидные помидоры, помидоры, сахар, соль;Заготовки;Итальянская кухня;https://eda.ru/recepty/zagotovki/pomidory-v-sobstvennom-soku-na-zimu-174362
Варенье из крыжовника и апельсина без варки;крыжовник, сахар, апельсины;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/kryzhovnik-s-apelsinom-bez-varki-174192
Компот из яблок с имбирем;вода, яблоко, свежий имбирь, сахар;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/kompot-iz-yablok-s-imbirem-152703
Простые малосольные огурцы;огурцы, чеснок, укроп, душистый перец горошком, соль, сахар, вода;Заготовки;Русская кухня;https://eda.ru/recepty/zagotovki/prostye-malosolnye-ogurcy-174097
