food;ingredients;category;kitchen;food_url
Кекс с ананасами без выпечки;желатин, творог, сгущенное молоко, консервированный ананас кольцами;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/keks-s-ananasami-bez-vipechki-48323
Молочный торт без выпечки;печенье, сливочное масло, nutella®, карамельный соус, сухое молоко, молоко, сахар, ванилин, фундук, белый шоколад, сливки, горький шоколад;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/molochnij-tort-bez-vipechki-46782
Клубничный чизкейк без выпечки;творог, печенье, лимонный сок, сахарная пудра, желатин, клубничное пюре, жирные сливки, сливочное масло;Выпечка и десерты;Американская кухня;https://eda.ru/recepty/vypechka-deserty/klubnichnij-chizkejk-bez-vipechki-37803
Абрикосовый пирог без выпечки;сливочное масло, сахар, ванильные сухари, куриное яйцо, ванилин, абрикосы, миндаль;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/abrikosovij-pirog-bez-vipechki-24091
Австралийский чизкейк без выпечки;жирный творог, сливочное масло, желатин dr.oetker, сахар, горький шоколад, овсяное печенье, ванильный сахар, джем, вода;Выпечка и десерты;Австралийская кухня;https://eda.ru/recepty/vypechka-deserty/avstraliyskiy-chizkeyk-bez-vypechki-138768
Муравейник без выпечки;печенье, вареное сгущенное молоко, сметана, сливочное масло;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/muraveynik-bez-vypechki-92911
Фруктовый торт без выпечки;печенье «юбилейное», сливочное масло, апельсиновый сок, мягкий творог, сахар, сливки 35%-ные, мандарины, апельсиновый ликер, сушеная клюква, сахарная пудра, апельсины;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/fruktovyy-tort-bez-vypechki-92936
Черничный творожный торт без выпечки;печенье «топленое молоко», сливочное масло, творог, сметана 25%-ная, сахар, черника, сливки 35%-ные, желатин;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/chernichnij-tvorozhnij-tort-bez-vipechki-33087
Вишневый торт без выпечки (Чизкейк);бисквитное печенье, сливочное масло, творожный сыр, сливки 10%-ные, натуральный йогурт, лимонный сок, желатин, сахар, ванилин, вишневое желе;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/vishnevij-tort-bez-vipechki-chizkejk-46210
Чизкейк без выпечки;сливочное масло, сгущенное молоко, творог, сливки, песочное печенье, миндальные лепестки, свежие ягоды;Выпечка и десерты;Итальянская кухня;https://eda.ru/recepty/vypechka-deserty/chizkeyk-bez-vypechki-53469
Торт «Зебра» без выпечки;шоколадное печенье, сметана 15%-ная, желатин, вода, сахар, ванилин, молоко, какао;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/tort-zebra-bez-vypechki-151024
Торт из печенья без выпечки с шоколадной начинкой;печенье, сгущенное молоко, сливки 33%-ные, какао-порошок, шоколад, соленая соломка;Выпечка и десерты;Авторская кухня;https://eda.ru/recepty/vypechka-deserty/tort-iz-pechenya-s-shokoladnoy-nachinkoy-138917
Пирожные без выпечки с мармеладом;печенье, сгущенное молоко, сливочное масло, фруктовый мармелад, жареный арахис;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/pirozhnie-bez-vipechki-s-marmeladom-35105
Черничный чизкейк без выпечки;сливочный сыр, ванилин, сахарная пудра, взбитые сливки, черника, песочные крошки, сливочное масло;Выпечка и десерты;Американская кухня;https://eda.ru/recepty/vypechka-deserty/chernichnij-chizkejk-bez-vipechki-44148
Вегетарианские мини-чизкейки без выпечки;грецкие орехи, финики без косточек, сырой кешью, лимонный сок, сироп агавы, миндальное молоко;Выпечка и десерты;Британская кухня;https://eda.ru/recepty/vypechka-deserty/vegetarianskie-mini-chizkejki-bez-vipechki-42753
Творожный торт без выпечки;мягкий творог, печенье «юбилейное», сливки 35%-ные, сахар, свежесваренный кофе, желатин dr.oetker, свежие ягоды;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/tvorozhnij-tort-bez-vipechki-45061
Шоколадный торт из печенья без выпечки;печенье «юбилейное», сливочное масло, сахар, темный шоколад, куриное яйцо;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/shokoladnij-tort-iz-pechenja-bez-vipechki-40181
Сливочно-кофейный торт без выпечки;печенье, сливки 35%-ные, какао-порошок, натуральный кофе, сахар, ванильный сахар, морская соль, грецкие орехи, сыр маскарпоне;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/slivochno-kofeynyy-tort-bez-vypechki-58222
Торт «Oreo без выпечки»;печенье oreo, сливочное масло, сливки 33%-ные, загуститель для сливок dr.oetker, сгущенное молоко, горький шоколад, ваниль;Выпечка и десерты;Американская кухня;https://eda.ru/recepty/vypechka-deserty/tort-oreo-bez-vypechki-136942
Ягодный торт без выпечки;творог, малина, желатин, печенье «юбилейное», сливочное масло, ванильный сахар, сахар, сметана, вода;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/yagodnyy-tort-bez-vypechki-81172
Вегетарианский брусничный торт без выпечки;кокосовая стружка, миндальная пудра, кокосовое масло, вода, брусника, семена чиа, мед, кешью, лимонный сок, ванильный экстракт, лимонная цедра, соль;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/vegetarianskij-brusnichnij-tort-bez-vipechki-49669
Торт Без Выпечки и Без Желатина;сметана, картофельный крахмал, сгущенное молоко, какао, печенье;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/tort-bez-vypechki-i-bez-zhelatina-114746
Шоколадный торт без выпечки;сухое молоко, какао-порошок, сливочное масло, вода, сахар, молоко, печенье «юбилейное»;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/shokoladnij-tort-bez-vipechki-40177
Ягодный десерт;сметана, сахар, желатин, бисквит, клубника, красный виноград, киви, смородина;Выпечка и десерты;Французская кухня;https://eda.ru/recepty/vypechka-deserty/jagodnij-desert-30745
Творожный чизкейк без выпечки и сахара;обезжиренный творог, сливки 33%-ные, желатин, клубничное желе, свежие ягоды, печенье «юбилейное», сливочное масло;Выпечка и десерты;Американская кухня;https://eda.ru/recepty/vypechka-deserty/tvorozhnyy-chizkeyk-bez-vypechki-i-sahara-125660
Быстрый ореховый торт без выпечки;грецкие орехи, печенье, сгущенное молоко, темный шоколад;Выпечка и десерты;Десерты без выпечки;https://eda.ru/recepty/vypechka-deserty/bistrij-orehovij-tort-bez-vipechki-23777
Творожно-клюквенный торт без выпечки;творог 9%-ный, сметана 20%-ная, сахар, сливки 33%-ные, печенье, клюква, сливочное масло, молоко 3,2%-ное, желатин;Выпечка и десерты;Творожные десерты;https://eda.ru/recepty/vypechka-deserty/tvorozhno-klyukvennyy-tort-bez-vypechki-114358
Бананово-пряничный пирог без выпечки;шоколадные пряники, сметана 10%-ная, сахарная пудра, бананы, грецкие орехи, клубника, шоколад;Выпечка и десерты;Авторская кухня;https://eda.ru/recepty/vypechka-deserty/bananovo-prjanichnij-pirog-bez-vipechki-35761
Шоколадный торт с кремом (без выпечки);грецкие орехи, финики, сливочное масло, кешью, минеральная вода, топленое масло, шоколад, мед;Выпечка и десерты;Американская кухня;https://eda.ru/recepty/vypechka-deserty/shokoladnij-tort-s-kremom-bez-vipechki-44139
Клубничный йогуртовый торт без выпечки;натуральный йогурт, молоко, какао-порошок, желатин, лимонный сок, сахар, клубника;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/klubnichnij-jogurtovij-tort-bez-vipechki-52766
Быстрый шоколадный торт из печенья без выпечки;орехи, мед, сливки 30%-ные, сливочное масло, темный шоколад, печенье;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/bistrij-shokoladnij-tort-iz-pechenja-bez-vipechki-43465
Печенье без выпечки с белым шоколадом;белый шоколад, печенье oreo, ликер baileys ;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/pechene-bez-vypechki-139677
Простой шоколадный торт без выпечки;печенье, сливочное масло, сливки 30%-ные, горький шоколад;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/prostoy-shokoladnyy-tort-bez-vypechki-50119
Шоколадное печенье с кукурузными хлопьями без выпечки;маргарин, сахарный сироп, сахар, какао, кукурузные хлопья;Выпечка и десерты;Авторская кухня;https://eda.ru/recepty/vypechka-deserty/shokoladnoe-pechene-s-kukuruznimi-hlopjami-bez-vipechki-29225
Клубнично-банановый йогуртовый торт (без выпечки);замороженная клубника, бананы, обезжиренный йогурт, желатин, заменитель сахара, обезжиренное молоко, черный шоколад, мюсли;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/klubnichno-bananovij-jogurtovij-tort-bez-vipechki-34148
Пряничный торт с бананами и ягодами без выпечки;пряники, сметана, сахар, бананы, грецкие орехи, мак, свежие ягоды;Выпечка и десерты;Средиземноморская кухня;https://eda.ru/recepty/vypechka-deserty/prjanichnij-tort-s-bananami-i-jagodami-bez-vipechki-42895
Желейный торт «Клубничная Шарлотта» без выпечки;клубника, желатин, печенье савоярди, сахарная пудра, лимонный сок, сливки 30%-ные, свежая мята;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/zhelejnij-tort-klubnichnaja-sharlotta-bez-vipechki-51255
Торт без выпечки и бисквита на пастиле;творог, сыр маскарпоне, сахар, ванильный сахар, карамельный сироп, пастила, кондитерские украшения, фруктовый мармелад;Выпечка и десерты;Турецкая кухня;https://eda.ru/recepty/vypechka-deserty/tort-bez-vipechki-i-biskvita-na-pastile-42643
Десерт с фруктами и козьим сыром;печенье савоярди, груши, инжир, арбуз, куриное яйцо, сахар, мягкий козий сыр, сыр маскарпоне, белое вино;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/desert-s-fruktami-i-kozim-syrom-81090
Шоколадный торт без выпечки из печенья и фундука;nutella®, сливки, песочное печенье, жареный фундук, сливочное масло, молочный шоколад, темный шоколад, белый шоколад;Выпечка и десерты;Авторская кухня;https://eda.ru/recepty/vypechka-deserty/shokoladnyy-tort-bez-vypechki-iz-pechenya-i-funduka-114775
Морковный торт без выпечки;морковь, бананы, куриное яйцо, кунжутные семечки, разрыхлитель, овсяные отруби, молоко, ряженка ;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/morkovnyy-tort-bez-vypechki-140229
Кремовый торт без выпечки;яблоко, овсяные хлопья, сухофрукты, бананы, мягкий обезжиренный творог, натуральный йогурт, мед, груши;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/kremovyy-tort-bez-vypechki-140230
Банановый десерт.;печенье «топленое молоко», сливочное масло, сметана, молоко, сахар, какао, желатин, бананы;Выпечка и десерты;Тайская кухня;https://eda.ru/recepty/vypechka-deserty/bananovyy-desert-46070
Десерт из ревеня с клубничным соусом;ревень, клубника, лайм, базилик, бальзамический уксус, сахар, ванильное мороженое , миндальные лепестки, песочное печенье, свежая мята, бальзамический крем, сливочное масло;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/desert-iz-revenya-s-klubnichnym-sousom-93766
Десерт «Павлова»;клубника, сахар, сахарная пудра, яичный белок, сметана 42%-ная, сливки 35%-ные, лимонный сок, лимонная цедра, мята, крахмал, ягодный соус, агар-агар, молотый перец чили, ванильный стручок, молотый черный перец;Выпечка и десерты;Десертные крема;https://eda.ru/recepty/vypechka-deserty/desert-pavlova-34566
Закваска натуральная для любой выпечки (без покупных дрожжей);изюм, вода, сахар, пшеничная мука;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/zakvaska-naturalnaya-dlya-lyuboy-vypechki-bez-pokupnyh-drozhzhey-69114
Клубничный торт без выпечки;топленое масло, шоколадное печенье, клубника, клубничный йогурт, мягкий творог, сахар, сливки 35%-ные, желатин, молоко;Выпечка и десерты;Десерты без выпечки;https://eda.ru/recepty/vypechka-deserty/klubnichnij-tort-bez-vipechki-33089
Классический чизкейк без выпечки;сливочный сыр, печенье, сливки 33%-ные, сахар, коричневый сахар, сливочное масло, лимонный сок, корица;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/klassicheskij-chizkejk-bez-vipechki-46089
Чизкейк-суфле без выпечки;сливочный сыр, сливки 40%-ные, сахар, желатин в пластинах, сливочное масло, печенье «юбилейное»;Выпечка и десерты;Американская кухня;https://eda.ru/recepty/vypechka-deserty/chizkejk-sufle-bez-vipechki-35188
Десерт «Картошка»;сливочное масло, сгущенное молоко, молоко, коньяк, какао-порошок, песочное печенье;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/desert-kartoshka-37793
Вишневый торт без выпечки;сливочное масло, бисквитное печенье, мягкий творог, натуральный йогурт, сливки 10%-ные, лимонный сок, желатин, сахар, ванилин, желе, замороженная вишня;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/vishnevij-tort-bez-vipechki-35187
Чуррос (Испанская заварная выпечка);пшеничная мука, вода, куриное яйцо, сахар, сливочное масло, рафинированное масло, сахарная пудра;Выпечка и десерты;Испанская кухня;https://eda.ru/recepty/vypechka-deserty/churros-ispanskaja-zavarnaja-vipechka-42205
Десерт «Авокадо»;молочный шоколад, черный шоколад 70%-ный, масло какао, авокадо, сливочный сыр, сироп агавы, лимонный сок, сок лайма, сливки 35%-ные, сливочное масло, порошок плодов рожкового дерева, сахар, пшеничная мука, куриное яйцо, чили-пудра, цедра лайма, цветы соли;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/desert-avokado-125459
Вишневый торт без выпечки;сливочное масло, бисквитное печенье, мягкий творог, натуральный йогурт, сливки 10%-ные, лимонный сок, желатин, сахар, ванилин, желе, замороженная вишня;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/vishnevij-tort-bez-vipechki-35187
Десерт сандей-баноффи;бананы, сливки 48%-ные, вареное сгущенное молоко, ванильное мороженое , шоколадный батончик мюсли;Выпечка и десерты;Британская кухня;https://eda.ru/recepty/vypechka-deserty/desert-sandej-banoffi-53626
Десерт «Кисельные берега»;овсяные хлопья, вода, сахар, малина, черника, сливки 35%-ные;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/desert-kiselnye-berega-140843
Летний ягодный десерт;сметана, бисквитное печенье, желатин, свежие ягоды;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/letnij-jagodnij-desert-32024
Творожный десерт с фруктами и орехами;творог, груши, бананы, персики, лимон, ваниль, финики, грецкие орехи, какао;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/tvorozhnij-desert-s-fruktami-i-orehami-21284
Японский десерт моти (mochi);бобы адзуки, рисовая мука, кукурузный крахмал, соль, вода, сахар;Выпечка и десерты;Японская кухня;https://eda.ru/recepty/vypechka-deserty/japonskij-desert-moti-mochi-50775
Яблочно-творожный десерт;яблоко, груши, бананы, мягкий творог, сливки 35%-ные, овсяное печенье, орехи, корица, сливочное масло, сахарная пудра, ром, сахар;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/jablochno-tvorozhnij-desert-50437
Банановый десерт;бананы, шоколад, мороженое;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/bananovij-desert-39430
Морковный десерт с ягодами;морковь, миндальная мука, куриное яйцо, сыр филадельфия, сметана 15%-ная, сливки 33%-ные, облепиха, малина, голубика, листья мяты, сахарная пудра, сахар, соль;Выпечка и десерты;Пудинг;https://eda.ru/recepty/vypechka-deserty/morkovnyy-desert-s-yagodami-136692
Десерт крем-брюле;яичный желток, сахар, ванильный стручок, коричневый сахар, сливки 35%-ные;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/desert-krem-brjule-41247
Клубнично-банановый торт без выпечки;творог, сливки 35%-ные, бананы, натуральный йогурт, бисквитный рулет, клубника, желатин, фруктовое желе, сахарная пудра;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/klubnichno-bananovij-tort-bez-vipechki-24650
Пряничный торт с бананами без выпечки;шоколадные пряники, сахарная пудра, сметана 15%-ная, бананы, очищенные грецкие орехи, клубника;Выпечка и десерты;Мексиканская кухня;https://eda.ru/recepty/vypechka-deserty/prjanichnij-tort-s-bananami-bez-vipechki-36085
​Десерт «Монблан»;пшеничная мука, сливочное масло, яичный желток, каштановая паста, каштановое пюре, взбитые сливки, миндальная мука, куриное яйцо, сахарная пудра, безе, соль;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/desert-monblan--47934
Чизкейк без выпечки «Киви и маракуйя»;сыр филадельфия, маракуйя, киви, манго, сгущенное молоко, желатин, печенье, сливочное масло;Выпечка и десерты;Американская кухня;https://eda.ru/recepty/vypechka-deserty/chizkeyk-bez-vypechki-kivi-i-marakuyya-126060
Морковный десерт с ягодами;морковь, миндальная мука, куриное яйцо, сыр филадельфия, сметана 15%-ная, сливки 33%-ные, облепиха, малина, голубика, листья мяты, сахарная пудра, сахар, соль;Выпечка и десерты;Пудинг;https://eda.ru/recepty/vypechka-deserty/morkovnyy-desert-s-yagodami-136692
Десерт крем-брюле;яичный желток, сахар, ванильный стручок, коричневый сахар, сливки 35%-ные;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/desert-krem-brjule-41247
Вишневый торт с бананами без выпечки;сметана 20%-ная, сахарная пудра, сахар, вишня, кукурузный крахмал, крекеры, бананы, шоколад, грецкие орехи;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/vishnevyy-tort-s-bananami-bez-vypechki-140200
​Десерт «Монблан»;пшеничная мука, сливочное масло, яичный желток, каштановая паста, каштановое пюре, взбитые сливки, миндальная мука, куриное яйцо, сахарная пудра, безе, соль;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/desert-monblan--47934
Десерт «Рождественское полено»;коньяк, черный шоколад 70%-ный, кофейный экстракт, ванильный экстракт, сливочное масло, каштаны, сахар;Выпечка и десерты;Французская кухня;https://eda.ru/recepty/vypechka-deserty/desert-rozhdestvenskoe-poleno-20625
Десертная брускетта с клубникой;чиабатта, сметана 20%-ная, клубника, тархун, красный базилик , лайм, листья мяты, кунжут;Выпечка и десерты;Авторская кухня;https://eda.ru/recepty/vypechka-deserty/desertnaya-brusketta-s-klubnikoy-173717
Фруктовый десерт (самбук);фруктоза, яичный белок, замороженные ягоды;Выпечка и десерты;Итальянская кухня;https://eda.ru/recepty/vypechka-deserty/fruktovij-desert-sambuk-23934
Десерт «Казбек»;мацони, сливки 33%-ные, желатин, сахар, корица, мускатный орех, козинаки, кленовый сироп;Выпечка и десерты;Грузинская кухня;https://eda.ru/recepty/vypechka-deserty/desert-kazbek-81060
Торт из печенья, творога и йогурта без выпечки;печенье, фруктовый йогурт, творожная масса, сгущенное молоко, какао, молоко;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/tort-iz-pechenya-tvoroga-i-yogurta-bez-vypechki-137223
Десерт «Лимон»;обезжиренное молоко, яичный желток, сахар, желатин, шоколад, сливки 10%-ные, свежевыжатый яблочный сок, листья кафрского лайма, лимонная трава, пектин, апельсины, лайм, лимон, сок юдзу, белый шоколад, масло какао, желтый пищевой краситель;Выпечка и десерты;Итальянская кухня;https://eda.ru/recepty/vypechka-deserty/desert-limon-137229
Десерт из бананов;лимон, бананы, творог, йогурт, мед, куриное яйцо;Выпечка и десерты;Фруктовые десерты;https://eda.ru/recepty/vypechka-deserty/desert-iz-bananov-22956
Слоеное дрожжевое тесто для французской выпечки;пшеничная мука, сливки 10%-ные, сливочное масло, сахар, куриное яйцо;Выпечка и десерты;Французская кухня;https://eda.ru/recepty/vypechka-deserty/sloenoe-drozhzhevoe-testo-dlja-francuzskoj-vipechki-42805
Десерт с мятно-лаймовым кремом;авокадо, мед, лайм, листья мяты, фундук, кунжут, финики, соль, клюква;Выпечка и десерты;Тайская кухня;https://eda.ru/recepty/vypechka-deserty/desert-s-mjatno-lajmovim-kremom-30157
Новогодний яблочный десерт;кислые яблоки, куриное яйцо, крахмал, белый мелкий сахар, бисквитные крошки, ваниль, цедра апельсина, молотая корица, растительное масло, сахарная пудра;Выпечка и десерты;Авторская кухня;https://eda.ru/recepty/vypechka-deserty/novogodnij-jablochnij-desert-34907
Десерт с кексом;фруктовый йогурт, кекс, фрукты, свежие ягоды;Выпечка и десерты;Итальянская кухня;https://eda.ru/recepty/vypechka-deserty/desert-s-keksom-45730
Ванильно-шоколадный творожный десерт;желатин, молоко, творог, сахар, сметана 15%-ная, ванилин, какао;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/vanilno-shokoladnij-tvorozhnij-desert-33092
Десерт с капучино;кекс, черный кофе, бренди, сахар, миндаль, шоколад, сливки 40%-ные;Выпечка и десерты;Итальянская кухня;https://eda.ru/recepty/vypechka-deserty/desert-s-kapuchino-16243
Лимонный десерт;сливки 35%-ные, сгущенное молоко, лимонный сок, крекеры, хлебцы finn crisp traditional, сахар, сливочное масло;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/limonnij-desert-47532
Творожный слоеный десерт;сметана, обезжиренный творог, какао, желатин, печенье «юбилейное», сахар;Выпечка и десерты;Индийская кухня;https://eda.ru/recepty/vypechka-deserty/tvorozhnij-sloenij-desert-44265
Десерт с инжиром и маскарпоне;инжир, сливочное масло, ванильный сахар, сыр маскарпоне, коричневый сахар, мягкий творог, песочное печенье sablé;Выпечка и десерты;Французская кухня;https://eda.ru/recepty/vypechka-deserty/desert-s-inzhirom-maskarpone-26881
Слоеное дрожжевое тесто для французской выпечки;пшеничная мука, сливки 10%-ные, сливочное масло, сахар, куриное яйцо;Выпечка и десерты;Французская кухня;https://eda.ru/recepty/vypechka-deserty/sloenoe-drozhzhevoe-testo-dlja-francuzskoj-vipechki-42805
Клубничный десерт «Романофф»;клубника, ликер «гран марнье», сироп из сахара демерара, сливки 38%-ные, вода, ванильный экстракт;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/klubnichnij-desert-romanoff-30804
Карамель для покрытия десертов;сахар, сливочное масло, сливки;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/karamel-dlja-pokritija-desertov-25047
Сметанный десерт с яблоками;сметана, желатин, сахар, вода, яблоко;Выпечка и десерты;Русская кухня;https://eda.ru/recepty/vypechka-deserty/smetannij-desert-s-jablokami-43382
Творожный десерт с бананом;желатин, молоко, сметана, мягкий творог, сахар, ванильный сахар, шоколад, бананы;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/tvorozhnij-desert-s-bananom-47160
Банановый десерт с зефиром;сметана 20%-ная, бананы, тертый шоколад, зефир;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/bananovij-desert-s-zefirom-44624
Десерт яблочный;лимон, яблоко, белое сухое вино, куриное яйцо, пшеничная мука, ванильный сахар, сахар, миндаль;Выпечка и десерты;Австрийская кухня;https://eda.ru/recepty/vypechka-deserty/desert-jablochnij-14599
Фруктовый десерт с мороженым;бананы, клубника, киви, пломбир, свежая мята;Выпечка и десерты;Европейская кухня;https://eda.ru/recepty/vypechka-deserty/fruktovyy-desert-s-morozhenym-57509
